Avoidance,Self-assertion,Distraction,Reappraisal,Suppression
0.29298742617964,0.5458680105425909,0.4955009649038443,0.43425087758938363,0.2534669740218377
0.30091754425605033,0.5555555555555556,0.5019603314974777,0.44199530944029597,0.2607483158972199
0.30866197610696255,0.5650189909125887,0.5081952074832272,0.4494488852039854,0.267900283436442
0.316115551870652,0.5740979200125238,0.5141257291918427,0.456492586838979,0.27484196958372775
0.32315925350564556,0.5826065386803978,0.5196652724615547,0.46299592513089527,0.28148148148148144
0.32966259179756185,0.5903381642512078,0.524722612359465,0.46882110859381587,0.28771716612529785
0.33548777526048257,0.5970739956678084,0.5292049817566722,0.4738291468953306,0.29343995716101867
0.3404958135619972,0.6025964757164954,0.5330219801178022,0.47788772031203364,0.2985369978339042
0.3445543869787002,0.6067066098464804,0.5360901371373559,0.4808802290397618,0.3028965505621767
0.3475468957064284,0.6092432397316212,0.5383377740928743,0.48271500147266666,0.30641398728860025
0.34938166813933325,0.61010101010101,0.5397096665034152,0.4833333333333333,0.30899839408952634
0.35,0.6092432397316212,0.5401709401709401,0.48271500147266666,0.31057907764864356
0.34938166813933325,0.6067066098464804,0.5397096665034152,0.4808802290397618,0.3111111111111111
0.3475468957064284,0.6025964757164954,0.5383377740928743,0.47788772031203364,0.31057907764864356
0.3445543869787002,0.5970739956678084,0.5360901371373559,0.4738291468953306,0.30899839408952634
0.3404958135619972,0.5903381642512078,0.5330219801178022,0.46882110859381587,0.30641398728860025
0.33548777526048257,0.5826065386803978,0.5292049817566722,0.46299592513089527,0.3028965505621767
0.32966259179756185,0.5740979200125238,0.524722612359465,0.456492586838979,0.2985369978339042
0.32315925350564556,0.5650189909125887,0.5196652724615547,0.4494488852039854,0.29343995716101867
0.316115551870652,0.5555555555555556,0.5141257291918427,0.44199530944029597,0.28771716612529785
0.30866197610696255,0.5458680105425909,0.5081952074832272,0.43425087758938363,0.28148148148148144
0.3033010368031439,0.5577099974827048,0.5051927603416644,0.44543704932091077,0.2627398158855184
0.31210371598757736,0.5685624578645649,0.5123447278808865,0.45409255338945975,0.27076520395741777
0.32075922005612634,0.5792579683479606,0.5192864140281721,0.4624815179804823,0.2786953220338281
0.329148184647149,0.5896133856134551,0.5259259259259259,0.47046523109322613,0.2864397538847404
0.3371318977598927,0.5994089040014621,0.5321616105697422,0.47788772031203364,0.29389332964842985
0.3445543869787002,0.6083916367717669,0.5378844016054631,0.48458031317561545,0.3009370312834234
0.35124697984228215,0.6162852611554542,0.5429814422783485,0.4903690794590718,0.3074403695753397
0.3570357461257385,0.6228069725526821,0.547340995006621,0.495085136426453,0.3132655530382603
0.3617518030931197,0.627691510555135,0.5508584317330447,0.4985771376209003,0.3182735913397752
0.36524380428756686,0.6307196542770377,0.5534428385339707,0.5007244967245663,0.3223321647564781
0.3673911633912329,0.6317460317460317,0.555023522093088,0.5014492753623189,0.32532467348420624
0.36811594202898557,0.6307196542770377,0.5555555555555556,0.5007244967245663,0.3271594459171111
0.3673911633912329,0.627691510555135,0.555023522093088,0.4985771376209003,0.3277777777777777
0.36524380428756686,0.6228069725526821,0.5534428385339707,0.495085136426453,0.3271594459171111
0.3617518030931197,0.6162852611554542,0.5508584317330447,0.4903690794590718,0.32532467348420624
0.3570357461257385,0.6083916367717669,0.547340995006621,0.48458031317561545,0.3223321647564781
0.35124697984228215,0.5994089040014621,0.5429814422783485,0.47788772031203364,0.31827359133977506
0.34455438697870033,0.5896133856134551,0.5378844016054631,0.47046523109322613,0.3132655530382603
0.3371318977598927,0.5792579683479606,0.5321616105697422,0.4624815179804823,0.3074403695753397
0.329148184647149,0.5685624578645649,0.5259259259259259,0.45409255338945975,0.3009370312834234
0.32075922005612634,0.5577099974827048,0.5192864140281721,0.44543704932091077,0.29389332964842985
0.31386791491513366,0.5697691179286506,0.5152096484018622,0.456979121653702,0.27222876430144605
0.3236457883203687,0.5819288947004579,0.5231397664782725,0.4666666666666667,0.28107881458092165
0.33333333333333337,0.5940318797533208,0.5308841983291848,0.47613010202369976,0.2898814937653552
0.34279676869036635,0.6058730281542705,0.5383377740928743,0.4852090311236349,0.2985369978339042
0.3518756977903015,0.6171954971362781,0.5453814757278679,0.4937176497915089,0.30692596242492676
0.3603843164581756,0.627691510555135,0.5518848140197841,0.5014492753623189,0.3149096755376706
0.36811594202898557,0.6370115644736856,0.5577099974827048,0.5081851067789195,0.3223321647564781
0.3748517734455862,0.6447850099006114,0.5627180357842194,0.5137075868276066,0.3290247576200599
0.38037425349427323,0.6506531235194797,0.5667766092009225,0.5178177209575915,0.33481352390351626
0.3844843876242582,0.6543117667644582,0.5697691179286506,0.5203543508427324,0.3395295808708976
0.387021017509399,0.6555555555555556,0.5716038903615555,0.5212121212121212,0.3430215820653447
0.3878787878787878,0.6543117667644582,0.5722222222222222,0.5203543508427324,0.34516894116901076
0.387021017509399,0.6506531235194797,0.5716038903615555,0.5178177209575915,0.3458937198067633
0.3844843876242582,0.6447850099006114,0.5697691179286506,0.5137075868276066,0.34516894116901076
0.38037425349427323,0.6370115644736856,0.5667766092009225,0.5081851067789195,0.3430215820653447
0.3748517734455862,0.627691510555135,0.5627180357842194,0.5014492753623189,0.33952958087089746
0.36811594202898557,0.6171954971362781,0.5577099974827048,0.4937176497915089,0.33481352390351615
0.3603843164581756,0.6058730281542705,0.5518848140197841,0.4852090311236349,0.3290247576200599
0.3518756977903015,0.5940318797533208,0.5453814757278679,0.47613010202369976,0.3223321647564781
0.34279676869036635,0.5819288947004582,0.5383377740928743,0.4666666666666667,0.3149096755376706
0.33333333333333337,0.5697691179286506,0.5308841983291848,0.456979121653702,0.30692596242492676
0.3246255295378435,0.5819288947004582,0.5255232590253661,0.46882110859381587,0.2818857253918101
0.33548777526048257,0.5955429848068226,0.5343259382097996,0.47967356897567603,0.2916456926929115
0.3463402356423426,0.6092432397316212,0.5429814422783485,0.4903690794590718,0.30142356609814647
0.3570357461257385,0.6228069725526821,0.5513704068693712,0.5007244967245663,0.3111111111111111
0.3673911633912329,0.6359401593155367,0.559354119982115,0.5105200151125733,0.3205745464681442
0.37718668177923986,0.648272457200556,0.5667766092009225,0.519502747882878,0.32965347556807933
0.3861694145495447,0.6593628829018732,0.5734692020645044,0.5273963722665654,0.33816209423595334
0.39406303893323213,0.6687225750504175,0.5792579683479607,0.5339180836637933,0.3458937198067633
0.4005847503304599,0.6758592506936307,0.583974025315342,0.538802621666246,0.3526295512233639
0.40546928833291274,0.6803415899236575,0.5874660265097891,0.5418307653881488,0.3581520312720511
0.4084974320548155,0.6818713450292397,0.5896133856134551,0.5428571428571429,0.36226216540203593
0.4095238095238096,0.6803415899236575,0.5903381642512078,0.5418307653881488,0.36479879528717685
0.4084974320548155,0.6758592506936307,0.5896133856134551,0.538802621666246,0.3656565656565657
0.40546928833291274,0.6687225750504175,0.5874660265097891,0.5339180836637933,0.36479879528717685
0.4005847503304599,0.6593628829018732,0.583974025315342,0.5273963722665654,0.36226216540203593
0.39406303893323213,0.648272457200556,0.5792579683479607,0.519502747882878,0.3581520312720511
0.3861694145495447,0.6359401593155367,0.5734692020645044,0.5105200151125733,0.3526295512233639
0.37718668177923986,0.6228069725526821,0.5667766092009225,0.5007244967245663,0.3458937198067633
0.3673911633912329,0.6092432397316212,0.559354119982115,0.4903690794590718,0.33816209423595334
0.3570357461257385,0.5955429848068226,0.5513704068693712,0.47967356897567603,0.32965347556807933
0.3463402356423426,0.5819288947004582,0.5429814422783485,0.46882110859381587,0.3205745464681442
0.33548777526048257,0.5940318797533208,0.5360901371373559,0.4808802290397618,0.2916456926929115
0.3475468957064284,0.6092432397316212,0.5458680105425909,0.49304000581156915,0.3024033073156214
0.35970667247823573,0.6247371623358271,0.5555555555555556,0.5051429908644319,0.3132655530382603
0.3718096575310985,0.6402831038129781,0.5650189909125887,0.5169841392653816,0.3241180134201205
0.38365080593204826,0.6555555555555556,0.5740979200125238,0.5283066082473892,0.33481352390351615
0.39497327491405587,0.6701181627768248,0.5826065386803978,0.538802621666246,0.34516894116901076
0.40546928833291274,0.6834196005559762,0.5903381642512078,0.5481226755847968,0.3549644595570177
0.41478934225146336,0.6948134276601736,0.5970739956678084,0.5558961210117225,0.3639471923273224
0.42256278767838906,0.7036145395445177,0.6025964757164954,0.5617642346305908,0.37184081671100977
0.42843090129725736,0.7091961988988271,0.6067066098464804,0.5654228778755693,0.3783625281082377
0.432089544542236,0.7111111111111111,0.6092432397316212,0.5666666666666667,0.3832470661106905
0.43333333333333335,0.7091961988988271,0.61010101010101,0.5654228778755693,0.3862752098325932
0.432089544542236,0.7036145395445177,0.6092432397316212,0.5617642346305908,0.38730158730158726
0.42843090129725736,0.6948134276601736,0.6067066098464804,0.5558961210117225,0.3862752098325932
0.42256278767838906,0.6834196005559762,0.6025964757164954,0.5481226755847968,0.3832470661106905
0.41478934225146336,0.6701181627768248,0.5970739956678084,0.538802621666246,0.3783625281082377
0.40546928833291274,0.6555555555555556,0.5903381642512078,0.5283066082473892,0.37184081671100966
0.39497327491405587,0.6402831038129781,0.5826065386803978,0.5169841392653816,0.3639471923273224
0.38365080593204826,0.6247371623358271,0.5740979200125238,0.5051429908644319,0.3549644595570177
0.3718096575310986,0.6092432397316212,0.5650189909125887,0.49304000581156926,0.34516894116901076
0.35970667247823584,0.5940318797533208,0.5555555555555556,0.4808802290397618,0.33481352390351615
